mandante,societa,conto,importo,data
130,1000,E.9.01.01.02.000,5126.77,2016-01-13
130,1000,E.9.01.03.01.000,1700.00,2016-01-13
130,1000,E.9.01.01.02.000,49.00,2016-01-14
130,1000,E.3.01.03.01.000,6499.80,2016-01-15
130,1000,E.9.02.99.99.000,490.00,2016-01-18
130,1000,E.9.01.01.02.000,2700.50,2016-01-19
130,1000,E.9.01.03.01.000,904.80,2016-01-19
130,1000,E.9.01.99.03.000,911.25,2016-01-19
130,1000,E.3.03.03.04.000,213.56,2016-01-20
130,1000,E.3.05.99.99.000,445.40,2016-01-20
130,1000,E.9.01.01.02.000,580.52,2016-01-20
130,1000,E.9.01.01.02.000,1058.21,2016-01-21
130,1000,E.9.01.01.02.000,2.64,2016-01-22
130,1000,E.9.01.02.01.000,7598.12,2016-01-22
130,1000,E.3.05.99.99.000,3497.52,2016-01-25
130,1000,E.9.01.01.02.000,1790.26,2016-01-25
130,1000,E.9.01.02.01.000,346720.23,2016-01-25
130,1000,E.9.01.99.03.000,101.50,2016-01-25
130,1000,E.9.02.99.99.000,7657.93,2016-01-25
130,1000,E.3.03.03.04.000,0.51,2016-01-26
130,1000,E.3.05.99.99.000,1961.87,2016-01-26
130,1000,E.9.01.01.02.000,42582.10,2016-01-26
130,1000,E.9.01.03.01.000,1903.20,2016-01-26
130,1000,E.9.02.99.99.000,5962.41,2016-01-26
130,1000,E.2.01.01.04.000,2456568.00,2016-01-29
130,1000,E.9.01.99.03.000,22220.51,2016-01-29
130,1000,E.9.01.01.02.000,1996.87,2016-02-01
130,1000,E.9.01.99.03.000,11169.90,2016-02-01
130,1000,E.9.01.01.02.000,35942.47,2016-02-03
130,1000,E.9.01.03.01.000,1575.45,2016-02-03
130,1000,E.9.01.01.02.000,4257.40,2016-02-09
130,1000,E.2.01.01.04.000,10000000.00,2016-02-10
130,1000,E.9.01.01.02.000,3975.00,2016-02-11
130,1000,E.2.01.02.01.000,2818.91,2016-02-12
130,1000,E.9.01.01.02.000,372.33,2016-02-15
130,1000,E.9.01.02.01.000,7480.80,2016-02-22
130,1000,E.3.05.99.99.000,2207.29,2016-02-24
130,1000,E.9.01.01.02.000,8500.80,2016-02-24
130,1000,E.9.01.02.01.000,343096.06,2016-02-24
130,1000,E.9.01.03.01.000,1991.34,2016-02-24
130,1000,E.9.02.99.99.000,13606.50,2016-02-24
130,1000,E.9.01.01.02.000,3402.52,2016-02-25
130,1000,E.9.01.03.01.000,2682.00,2016-02-25
130,1000,E.3.05.99.99.000,536.61,2016-03-01
130,1000,E.9.02.99.99.000,11300.00,2016-03-01
130,1000,E.9.01.01.02.000,396.00,2016-03-03
130,1000,E.9.01.03.01.000,450.00,2016-03-03
130,1000,E.2.01.01.04.000,7538932.00,2016-03-07
130,1000,E.3.05.99.99.000,2875.03,2016-03-07
130,1000,E.9.01.01.02.000,1530.81,2016-03-07
130,1000,E.3.05.99.99.000,394.60,2016-03-08
130,1000,E.9.01.01.02.000,6604.56,2016-03-10
130,1000,E.9.01.01.02.000,420.95,2016-03-11
130,1000,E.9.01.01.02.000,562.67,2016-03-17
130,1000,E.3.05.99.99.000,123.55,2016-03-18
130,1000,E.9.01.01.02.000,3695.01,2016-03-18
130,1000,E.9.01.02.01.000,457205.38,2016-03-18
130,1000,E.9.01.02.02.000,181673.00,2016-03-18
130,1000,E.9.01.02.99.000,25880.23,2016-03-18
130,1000,E.9.01.03.01.000,1591.67,2016-03-18
130,1000,E.3.05.99.99.000,166.36,2016-03-21
130,1000,E.9.01.99.99.000,59628.80,2016-03-21
130,1000,E.2.01.01.03.000,119.18,2016-03-24
130,1000,E.3.05.99.99.000,116.12,2016-03-24
130,1000,E.9.01.02.01.000,353953.70,2016-03-24
130,1000,E.9.02.99.99.000,13560.55,2016-03-24
130,1000,E.9.01.01.02.000,1441.68,2016-03-30
130,1000,E.9.01.03.01.000,208.00,2016-04-01
130,1000,E.9.01.01.02.000,1360.86,2016-04-04
130,1000,E.9.01.01.99.000,52.26,2016-04-04
130,1000,E.9.01.01.02.000,831.60,2016-04-05
130,1000,E.9.01.03.01.000,1575.45,2016-04-05
130,1000,E.9.01.01.02.000,660.00,2016-04-07
130,1000,E.9.01.01.99.000,15.00,2016-04-07
130,1000,E.9.01.01.02.000,4459.18,2016-04-08
130,1000,E.9.01.01.99.000,37.99,2016-04-08
130,1000,E.9.01.01.02.000,7632.31,2016-04-12
130,1000,E.9.01.01.99.000,133.08,2016-04-12
130,1000,E.3.01.03.01.000,6499.80,2016-04-13
130,1000,E.3.05.99.99.000,294.80,2016-04-13
130,1000,E.9.01.03.01.000,3581.76,2016-04-15
130,1000,E.3.03.03.04.000,273.38,2016-04-18
130,1000,E.3.05.99.99.000,116.12,2016-04-18
130,1000,E.9.01.01.02.000,4511.17,2016-04-18
130,1000,E.9.01.01.99.000,291.64,2016-04-18
130,1000,E.9.01.03.01.000,1000.00,2016-04-18
130,1000,E.3.03.03.04.000,150.29,2016-04-19
130,1000,E.3.05.99.99.000,10.98,2016-04-20
130,1000,E.9.01.02.01.000,472963.34,2016-04-20
130,1000,E.9.01.02.02.000,166563.17,2016-04-20
130,1000,E.9.01.02.99.000,26020.43,2016-04-20
130,1000,E.3.05.02.03.000,753.79,2016-04-21
130,1000,E.3.05.99.99.000,1294.84,2016-04-21
130,1000,E.9.01.01.99.000,23.64,2016-04-21
130,1000,E.9.01.02.01.000,352915.18,2016-04-21
130,1000,E.9.01.03.01.000,1720.00,2016-04-21
130,1000,E.9.02.99.99.000,13630.85,2016-04-21
130,1000,E.9.01.01.02.000,1340.15,2016-04-22
130,1000,E.9.01.01.02.000,1340.15,2016-04-26
130,1000,E.3.03.03.04.000,0.79,2016-04-28
130,1000,E.9.01.01.02.000,2773.98,2016-04-28
130,1000,E.9.01.01.99.000,84.38,2016-04-28
130,1000,E.9.01.03.01.000,241.67,2016-04-28
130,1000,E.9.01.99.03.000,33686.50,2016-04-28
130,1000,E.9.01.01.02.000,739.20,2016-05-02
130,1000,E.9.01.01.02.000,1496.93,2016-05-04
130,1000,E.9.01.01.99.000,33.69,2016-05-04
130,1000,E.9.01.03.01.000,1508.00,2016-05-04
130,1000,E.3.05.02.03.000,2542.79,2016-05-06
130,1000,E.9.01.01.02.000,9208.77,2016-05-06
130,1000,E.9.01.01.99.000,209.31,2016-05-06
130,1000,E.2.01.02.01.000,2731.73,2016-05-09
130,1000,E.9.01.01.02.000,284.19,2016-05-09
130,1000,E.9.01.01.02.000,674.40,2016-05-11
130,1000,E.3.05.02.03.000,80.82,2016-05-12
130,1000,E.9.01.01.02.000,4480.80,2016-05-12
130,1000,E.9.01.01.99.000,255.92,2016-05-12
130,1000,E.9.01.03.01.000,241.67,2016-05-12
130,1000,E.9.01.01.02.000,3982.00,2016-05-13
130,1000,E.9.01.01.99.000,56.34,2016-05-13
130,1000,E.9.01.03.01.000,4357.20,2016-05-18
130,1000,E.3.05.99.99.000,25.62,2016-05-19
130,1000,E.9.01.02.01.000,295145.22,2016-05-19
130,1000,E.9.01.02.02.000,141649.75,2016-05-19
130,1000,E.9.01.02.99.000,22208.61,2016-05-19
130,1000,E.9.01.03.01.000,208.00,2016-05-19
130,1000,E.9.02.99.99.000,5225.00,2016-05-19
130,1000,E.9.01.01.02.000,1942.27,2016-05-23
130,1000,E.9.01.01.99.000,119.37,2016-05-23
130,1000,E.3.05.02.03.000,353.08,2016-05-24
130,1000,E.3.05.99.99.000,2034.22,2016-05-24
130,1000,E.9.01.02.01.000,671365.52,2016-05-24
130,1000,E.9.01.02.02.000,145066.41,2016-05-24
130,1000,E.9.01.02.99.000,24509.29,2016-05-24
130,1000,E.9.02.99.99.000,13681.86,2016-05-24
130,1000,E.2.01.01.01.000,138544.10,2016-05-25
130,1000,E.2.01.01.03.000,1165.92,2016-05-25
130,1000,E.3.05.02.01.000,90996.55,2016-05-25
130,1000,E.3.05.99.99.000,597.47,2016-05-25
130,1000,E.9.01.99.03.000,1084.00,2016-05-26
130,1000,E.3.05.99.99.000,66.67,2016-05-27
130,1000,E.9.01.01.02.000,796.09,2016-05-27
130,1000,E.9.01.01.99.000,13.43,2016-05-27
130,1000,E.9.01.01.02.000,10828.78,2016-05-30
130,1000,E.9.01.01.99.000,245.84,2016-05-30
130,1000,E.9.01.01.02.000,1680.09,2016-05-31
130,1000,E.9.01.01.02.000,907.01,2016-06-01
130,1000,E.9.01.01.99.000,9.33,2016-06-01
130,1000,E.9.01.03.01.000,1350.00,2016-06-01
130,1000,E.9.01.01.99.000,7.60,2016-06-06
130,1000,E.9.02.99.99.000,236.93,2016-06-06
130,1000,E.3.05.99.99.000,140.85,2016-06-07
130,1000,E.9.01.02.01.000,238071.96,2016-06-07
130,1000,E.9.01.02.02.000,123943.36,2016-06-07
130,1000,E.9.01.02.99.000,24870.07,2016-06-07
130,1000,E.9.02.99.99.000,62.01,2016-06-07
130,1000,E.2.01.01.04.000,14400000.00,2016-06-08
130,1000,E.9.01.01.02.000,1158.81,2016-06-08
130,1000,E.9.01.01.99.000,26.34,2016-06-08
130,1000,E.9.02.99.99.000,51.47,2016-06-08
130,1000,E.9.01.01.02.000,4434.12,2016-06-09
130,1000,E.9.01.01.99.000,267.54,2016-06-09
130,1000,E.9.02.99.99.000,57.13,2016-06-09
130,1000,E.2.01.01.04.000,600000.00,2016-06-10
130,1000,E.9.01.01.02.000,1165.41,2016-06-10
130,1000,E.9.01.01.02.000,1081.30,2016-06-13
130,1000,E.9.01.01.99.000,24.58,2016-06-13
130,1000,E.9.01.01.02.000,2983.20,2016-06-14
130,1000,E.9.01.01.99.000,67.80,2016-06-14
130,1000,E.9.02.99.99.000,186.05,2016-06-14
130,1000,E.9.01.03.01.000,241.67,2016-06-15
130,1000,E.9.02.99.99.000,66.57,2016-06-16
130,1000,E.9.01.01.02.000,185.08,2016-06-17
130,1000,E.9.01.01.99.000,4.21,2016-06-17
130,1000,E.9.01.03.01.000,208.00,2016-06-17
130,1000,E.9.01.99.03.000,4916.00,2016-06-17
130,1000,E.9.01.01.02.000,440.00,2016-06-20
130,1000,E.9.01.01.02.000,45890.31,2016-06-21
130,1000,E.9.01.01.99.000,1691.01,2016-06-21
130,1000,E.3.05.99.99.000,21.96,2016-06-22
130,1000,E.9.01.02.01.000,350598.68,2016-06-22
130,1000,E.9.01.02.02.000,150193.10,2016-06-22
130,1000,E.9.01.02.99.000,27960.62,2016-06-22
130,1000,E.9.02.99.99.000,16.94,2016-06-22
130,1000,E.3.05.02.03.000,296.64,2016-06-23
130,1000,E.9.01.01.02.000,1056.99,2016-06-23
130,1000,E.9.01.01.99.000,24.02,2016-06-23
130,1000,E.9.01.02.01.000,357225.27,2016-06-23
130,1000,E.9.02.99.99.000,12119.42,2016-06-23
130,1000,E.9.02.99.99.000,1581.73,2016-06-24
130,1000,E.9.01.01.02.000,1397.48,2016-06-27
130,1000,E.9.01.01.99.000,39.94,2016-06-27
130,1000,E.9.01.01.02.000,2180.62,2016-06-28
130,1000,E.9.01.01.99.000,46.33,2016-06-28
130,1000,E.9.02.99.99.000,723.06,2016-06-28
130,1000,E.2.01.02.01.000,172106.12,2016-06-29
130,1000,E.9.02.04.01.000,899.20,2016-06-29
130,1000,E.9.02.99.99.000,392.20,2016-06-29
130,1000,E.9.01.01.02.000,477.14,2016-06-30
130,1000,E.2.01.02.01.000,12485.41,2016-07-05
130,1000,E.9.01.01.02.000,1517.67,2016-07-05
130,1000,E.9.01.01.99.000,189.71,2016-07-05
130,1000,E.9.01.03.01.000,780.00,2016-07-05
130,1000,E.9.02.99.99.000,34.63,2016-07-05
130,1000,E.3.05.02.03.000,19.06,2016-07-07
130,1000,E.9.01.01.02.000,908.98,2016-07-07
130,1000,E.9.01.01.99.000,13.55,2016-07-07
130,1000,E.9.01.02.02.000,8149.32,2016-07-07
130,1000,E.9.02.99.99.000,16.47,2016-07-07
130,1000,E.2.01.02.01.000,6379.78,2016-07-11
130,1000,E.3.01.03.01.000,6499.80,2016-07-11
130,1000,E.9.01.01.02.000,409.20,2016-07-11
130,1000,E.9.01.01.99.000,9.30,2016-07-11
130,1000,E.9.01.03.01.000,1575.45,2016-07-11
130,1000,E.9.02.99.99.000,17.08,2016-07-13
130,1000,E.9.01.01.02.000,1853.77,2016-07-14
130,1000,E.9.01.01.99.000,42.13,2016-07-14
130,1000,E.9.01.03.01.000,449.67,2016-07-14
130,1000,E.9.01.99.03.000,65353.02,2016-07-15
130,1000,E.9.01.99.99.000,34185.01,2016-07-18
130,1000,E.3.05.99.99.000,500.00,2016-07-19
130,1000,E.2.01.01.01.000,138544.10,2016-07-20
130,1000,E.3.05.99.99.000,21.96,2016-07-21
130,1000,E.9.01.02.01.000,268188.83,2016-07-21
130,1000,E.9.01.02.02.000,121869.35,2016-07-21
130,1000,E.9.01.02.99.000,26322.24,2016-07-21
130,1000,E.3.05.99.99.000,2577.12,2016-07-25
130,1000,E.9.01.01.02.000,1092.78,2016-07-25
130,1000,E.9.01.01.99.000,82.71,2016-07-25
130,1000,E.9.01.02.01.000,362634.70,2016-07-25
130,1000,E.9.01.03.01.000,1170.00,2016-07-25
130,1000,E.9.02.99.99.000,9034.39,2016-07-25
130,1000,E.3.05.99.99.000,269.48,2016-07-26
130,1000,E.9.01.01.02.000,2618.41,2016-07-26
130,1000,E.9.01.01.99.000,44.90,2016-07-26
130,1000,E.9.01.03.01.000,9351.22,2016-07-26
130,1000,E.9.02.99.99.000,7118.21,2016-07-26
130,1000,E.9.01.01.99.000,7.90,2016-07-27
130,1000,E.3.05.02.03.000,28.10,2016-07-28
130,1000,E.9.01.01.99.000,6.17,2016-07-28
130,1000,E.3.03.03.04.000,174.09,2016-07-29
130,1000,E.9.01.01.02.000,12752.12,2016-07-29
130,1000,E.9.01.01.99.000,255.34,2016-07-29
130,1000,E.9.01.01.02.000,512.82,2016-08-01
130,1000,E.9.01.01.99.000,64.10,2016-08-01
130,1000,E.9.02.99.99.000,130532.00,2016-08-01
130,1000,E.9.01.01.02.000,1056.00,2016-08-03
130,1000,E.9.01.01.99.000,24.00,2016-08-03
130,1000,E.2.01.02.01.000,2584.80,2016-08-04
130,1000,E.3.03.03.04.000,0.71,2016-08-04
130,1000,E.9.01.01.02.000,108910.76,2016-08-04
130,1000,E.9.01.01.99.000,2632.62,2016-08-04
130,1000,E.9.01.01.02.000,176.66,2016-08-08
130,1000,E.3.05.99.99.000,36.60,2016-08-09
130,1000,E.9.01.01.02.000,764.34,2016-08-09
130,1000,E.9.01.01.99.000,13.00,2016-08-09
130,1000,E.9.01.02.01.000,255591.82,2016-08-09
130,1000,E.9.01.02.02.000,122693.54,2016-08-09
130,1000,E.9.01.02.99.000,24063.21,2016-08-09
130,1000,E.9.01.03.01.000,1347.84,2016-08-09
130,1000,E.9.01.99.03.000,71.70,2016-08-09
130,1000,E.9.02.99.99.000,2853.74,2016-08-09
130,1000,E.9.01.01.02.000,5742.22,2016-08-10
130,1000,E.9.01.01.99.000,91.43,2016-08-10
130,1000,E.9.01.02.01.000,358540.39,2016-08-10
130,1000,E.9.02.99.99.000,12706.38,2016-08-10
130,1000,E.3.05.99.99.000,403.25,2016-08-11
130,1000,E.9.01.01.02.000,2777.07,2016-08-11
130,1000,E.9.01.01.99.000,208.90,2016-08-11
130,1000,E.9.01.03.01.000,1149.88,2016-08-11
130,1000,E.9.01.01.02.000,1099.20,2016-08-12
130,1000,E.9.01.01.99.000,24.98,2016-08-12
130,1000,E.2.01.02.01.000,1000.00,2016-08-22
130,1000,E.3.05.99.99.000,857.35,2016-08-22
130,1000,E.9.01.01.02.000,21795.84,2016-08-22
130,1000,E.9.01.01.99.000,604.34,2016-08-22
130,1000,E.9.01.01.02.000,358.38,2016-08-23
130,1000,E.9.01.01.99.000,8.15,2016-08-23
130,1000,E.9.02.99.99.000,42124.00,2016-08-24
130,1000,E.3.05.99.99.000,235.95,2016-08-29
130,1000,E.9.01.01.02.000,653.05,2016-08-31
130,1000,E.2.01.01.03.000,840.15,2016-09-02
130,1000,E.9.01.01.02.000,77.48,2016-09-05
130,1000,E.3.05.99.99.000,806.60,2016-09-06
130,1000,E.9.01.01.02.000,1158.00,2016-09-06
130,1000,E.9.01.01.99.000,75.23,2016-09-06
130,1000,E.9.02.04.01.000,660.00,2016-09-06
130,1000,E.9.01.01.02.000,597.37,2016-09-07
130,1000,E.3.05.99.99.000,4499.20,2016-09-08
130,1000,E.3.05.99.99.000,7.32,2016-09-09
130,1000,E.9.01.03.01.000,241.67,2016-09-12
130,1000,E.9.01.01.02.000,22.75,2016-09-14
130,1000,E.9.01.01.99.000,4.98,2016-09-14
130,1000,E.9.01.03.01.000,208.00,2016-09-14
130,1000,E.9.01.01.02.000,4013.40,2016-09-16
130,1000,E.9.01.01.99.000,152.75,2016-09-16
130,1000,E.9.01.02.01.000,252420.25,2016-09-16
130,1000,E.9.01.03.01.000,241.67,2016-09-16
130,1000,E.3.05.99.99.000,1819.76,2016-09-19
130,1000,E.9.01.01.99.000,11.86,2016-09-19
130,1000,E.9.01.02.02.000,8148.82,2016-09-19
130,1000,E.9.02.99.99.000,27801.21,2016-09-19
130,1000,E.9.01.01.02.000,132.00,2016-09-20
130,1000,E.9.01.01.99.000,3.00,2016-09-20
130,1000,E.3.05.99.99.000,36.60,2016-09-21
130,1000,E.9.01.02.01.000,245186.63,2016-09-21
130,1000,E.9.01.02.02.000,121566.66,2016-09-21
130,1000,E.9.01.02.99.000,23174.74,2016-09-21
130,1000,E.9.02.99.99.000,382.24,2016-09-21
130,1000,E.2.01.01.04.000,10000000.00,2016-09-23
130,1000,E.9.01.01.02.000,119.96,2016-09-23
130,1000,E.9.01.01.99.000,2.73,2016-09-23
130,1000,E.9.01.02.01.000,105634.01,2016-09-23
130,1000,E.9.02.99.99.000,4547.62,2016-09-23
130,1000,E.9.01.02.99.000,4267.54,2016-09-26
130,1000,E.9.01.03.01.000,1962.15,2016-09-26
130,1000,U.1.01.01.01.000,1052428.58,2016-06-07
130,1000,U.1.01.01.01.000,980895.03,2016-08-09
130,1000,U.1.01.01.01.000,60480.42,2016-08-10
130,1000,U.1.01.01.01.000,1662750.84,2016-03-18
130,1000,U.1.01.01.01.000,1466065.81,2016-04-20
130,1000,U.1.01.01.01.000,1248402.18,2016-05-20
130,1000,U.1.01.01.01.000,1035091.51,2016-07-21
130,1000,U.1.01.01.01.000,1029958.36,2016-09-21
130,1000,U.1.01.01.01.000,1322479.17,2016-06-22
130,1000,U.1.01.01.01.000,1250950.09,2016-05-24
130,1000,U.1.01.01.02.000,42677.31,2016-08-04
130,1000,U.1.01.01.02.000,39459.36,2016-07-05
130,1000,U.1.01.01.02.000,42481.85,2016-06-09
130,1000,U.1.01.01.02.000,37059.05,2016-08-11
130,1000,U.1.01.01.02.000,42122.15,2016-05-12
130,1000,U.1.01.01.02.000,14629.13,2016-03-17
130,1000,U.1.01.01.02.000,19749.34,2016-03-18
130,1000,U.1.01.01.02.000,34744.97,2016-04-18
130,1000,U.1.01.01.02.000,290000.00,2016-04-20
130,1000,U.1.01.01.02.000,78148.78,2016-06-22
130,1000,U.1.01.01.02.000,43482.97,2016-02-25
130,1000,U.1.01.01.02.000,44272.75,2016-01-28
130,1000,U.1.01.02.01.000,348567.89,2016-06-01
130,1000,U.1.01.02.01.000,315.09,2016-02-03
130,1000,U.1.01.02.01.000,294212.78,2016-09-05
130,1000,U.1.01.02.01.000,296768.74,2016-06-07
130,1000,U.1.01.02.01.000,363457.85,2016-07-07
130,1000,U.1.01.02.01.000,702479.06,2016-05-09
130,1000,U.1.01.02.01.000,442726.80,2016-04-12
130,1000,U.1.01.02.01.000,250.00,2016-01-13
130,1000,U.1.01.02.01.000,141.42,2016-07-15
130,1000,U.1.01.02.01.000,1782.71,2016-09-16
130,1000,U.1.01.02.01.000,344416.12,2016-05-20
130,1000,U.1.01.02.01.000,100.80,2016-04-21
130,1000,U.1.01.02.01.000,3969.35,2016-08-22
130,1000,U.1.01.02.01.000,302.40,2016-02-25
130,1000,U.1.01.02.01.000,366.00,2016-01-26
130,1000,U.1.01.02.01.000,291802.49,2016-07-28
130,1000,U.1.01.02.02.000,9795.24,2016-06-07
130,1000,U.1.01.02.02.000,9024.35,2016-08-09
130,1000,U.1.01.02.02.000,253.72,2016-02-15
130,1000,U.1.01.02.02.000,5229.91,2016-03-18
130,1000,U.1.01.02.02.000,11933.74,2016-04-20
130,1000,U.1.01.02.02.000,5335.85,2016-05-20
130,1000,U.1.01.02.02.000,1209.82,2016-07-21
130,1000,U.1.01.02.02.000,8352.93,2016-09-21
130,1000,U.1.01.02.02.000,4718.73,2016-06-22
130,1000,U.1.01.02.02.000,21602.60,2016-05-24
130,1000,U.1.02.01.01.000,215110.78,2016-06-01
130,1000,U.1.02.01.01.000,104197.74,2016-08-01
130,1000,U.1.02.01.01.000,105123.98,2016-07-04
130,1000,U.1.02.01.01.000,104818.86,2016-02-05
130,1000,U.1.02.01.01.000,93065.76,2016-09-05
130,1000,U.1.02.01.01.000,91084.80,2016-06-07
130,1000,U.1.02.01.01.000,121343.79,2016-07-07
130,1000,U.1.02.01.01.000,145437.20,2016-05-09
130,1000,U.1.02.01.01.000,104687.27,2016-04-11
130,1000,U.1.02.01.01.000,141273.24,2016-04-12
130,1000,U.1.02.01.01.000,104305.59,2016-03-16
130,1000,U.1.02.01.01.000,425.00,2016-04-18
130,1000,U.1.02.01.01.000,109732.75,2016-05-20
130,1000,U.1.02.01.01.000,104436.02,2016-04-22
130,1000,U.1.02.01.01.000,103532.44,2016-08-24
130,1000,U.1.02.01.01.000,93055.87,2016-07-28
130,1000,U.1.03.01.01.000,2220.40,2016-04-04
130,1000,U.1.03.01.01.000,383.77,2016-05-04
130,1000,U.1.03.01.01.000,4548.48,2016-08-04
130,1000,U.1.03.01.01.000,1519.50,2016-06-06
130,1000,U.1.03.01.01.000,229.90,2016-04-07
130,1000,U.1.03.01.01.000,7597.40,2016-04-08
130,1000,U.1.03.01.01.000,706.45,2016-02-09
130,1000,U.1.03.01.01.000,181.78,2016-05-09
130,1000,U.1.03.01.01.000,5294.30,2016-08-09
130,1000,U.1.03.01.01.000,4724.10,2016-08-10
130,1000,U.1.03.01.01.000,149.99,2016-04-12
130,1000,U.1.03.01.01.000,594.00,2016-09-12
130,1000,U.1.03.01.01.000,1268.00,2016-05-13
130,1000,U.1.03.01.01.000,825.20,2016-07-14
130,1000,U.1.03.01.01.000,1151.60,2016-09-14
130,1000,U.1.03.01.01.000,1139.56,2016-02-15
130,1000,U.1.03.01.01.000,592.30,2016-04-15
130,1000,U.1.03.01.01.000,772.12,2016-07-15
130,1000,U.1.03.01.01.000,489.70,2016-09-16
130,1000,U.1.03.01.01.000,109.60,2016-03-17
130,1000,U.1.03.01.01.000,559.40,2016-03-18
130,1000,U.1.03.01.01.000,246.90,2016-05-18
130,1000,U.1.03.01.01.000,2371.20,2016-09-19
130,1000,U.1.03.01.01.000,218.00,2016-06-20
130,1000,U.1.03.01.01.000,4933.30,2016-04-21
130,1000,U.1.03.01.01.000,4674.09,2016-05-23
130,1000,U.1.03.01.01.000,1334.97,2016-02-24
130,1000,U.1.03.01.01.000,4294.20,2016-01-25
130,1000,U.1.03.01.01.000,864.30,2016-02-25
130,1000,U.1.03.01.01.000,223.49,2016-07-25
130,1000,U.1.03.01.01.000,591.30,2016-02-26
130,1000,U.1.03.01.01.000,549.80,2016-05-27
130,1000,U.1.03.01.01.000,6028.22,2016-06-27
130,1000,U.1.03.01.01.000,1581.60,2016-07-27
130,1000,U.1.03.01.01.000,7270.90,2016-04-28
130,1000,U.1.03.01.01.000,570.70,2016-06-28
130,1000,U.1.03.01.01.000,1234.50,2016-07-28
130,1000,U.1.03.01.01.000,307.73,2016-01-29
130,1000,U.1.03.01.01.000,1407.20,2016-03-30
130,1000,U.1.03.01.02.000,2753.78,2016-06-01
130,1000,U.1.03.01.02.000,2109.99,2016-05-04
130,1000,U.1.03.01.02.000,378.04,2016-07-07
130,1000,U.1.03.01.02.000,1424.14,2016-06-08
130,1000,U.1.03.01.02.000,994.95,2016-02-09
130,1000,U.1.03.01.02.000,6836.07,2016-06-09
130,1000,U.1.03.01.02.000,4281.88,2016-03-10
130,1000,U.1.03.01.02.000,5610.17,2016-05-11
130,1000,U.1.03.01.02.000,601.70,2016-08-11
130,1000,U.1.03.01.02.000,9820.40,2016-04-12
130,1000,U.1.03.01.02.000,2210.03,2016-01-13
130,1000,U.1.03.01.02.000,2296.32,2016-07-14
130,1000,U.1.03.01.02.000,126.17,2016-09-14
130,1000,U.1.03.01.02.000,4724.36,2016-07-15
130,1000,U.1.03.01.02.000,990.21,2016-09-16
